checkin_id,user_id,checkin_date,mood,faith_state,topic,tone
c_0009171,u_02738,2025-05-05,very_low,at_peace,purpose,light_islamic
c_0009172,u_02742,2025-02-05,low,,purpose,universal
c_0009173,u_02742,2025-02-06,good,,relationships,universal
c_0009174,u_02742,2025-02-07,neutral,,relationships,universal
c_0009175,u_02742,2025-02-09,good,questioning,burnout,light_islamic
c_0009176,u_02742,2025-02-14,good,hurting,work,light_islamic
c_0009177,u_02742,2025-02-15,low,at_peace,confidence,light_islamic
c_0009178,u_02742,2025-02-16,good,distant,purpose,universal
c_0009179,u_02742,2025-02-19,good,at_peace,faith,light_islamic
c_0009180,u_02742,2025-02-26,low,questioning,habits,universal
c_0009181,u_02743,2025-03-27,neutral,,confidence,light_islamic
c_0009182,u_02743,2025-04-03,neutral,at_peace,purpose,light_islamic
c_0009183,u_02743,2025-04-23,neutral,distant,anxiety,universal
c_0009184,u_02749,2025-02-05,grateful,,habits,light_islamic
c_0009185,u_02749,2025-02-08,good,,habits,universal
c_0009186,u_02749,2025-02-09,good,at_peace,gratitude,light_islamic
c_0009187,u_02749,2025-02-10,neutral,at_peace,purpose,universal
c_0009188,u_02749,2025-02-11,good,questioning,anxiety,universal
c_0009189,u_02749,2025-02-15,low,at_peace,faith,light_islamic
c_0009190,u_02749,2025-02-16,neutral,hurting,purpose,universal
c_0009191,u_02750,2025-04-23,grateful,,faith,light_islamic
c_0009192,u_02750,2025-04-24,neutral,,gratitude,light_islamic
c_0009193,u_02750,2025-04-25,neutral,,relationships,light_islamic
c_0009194,u_02750,2025-04-26,neutral,,self,universal
c_0009195,u_02750,2025-05-02,good,at_peace,work,universal
c_0009196,u_02750,2025-05-11,good,at_peace,habits,universal
c_0009197,u_02750,2025-05-16,good,at_peace,burnout,universal
c_0009198,u_02752,2025-10-25,low,,habits,deeper_faith
c_0009199,u_02752,2025-10-26,good,,purpose,light_islamic
c_0009200,u_02752,2025-10-28,grateful,,habits,light_islamic
c_0009201,u_02752,2025-10-31,good,questioning,burnout,universal
c_0009202,u_02752,2025-11-03,very_low,hurting,anxiety,deeper_faith
c_0009203,u_02753,2025-06-16,very_low,,burnout,universal
c_0009204,u_02753,2025-06-17,low,,habits,universal
c_0009205,u_02753,2025-06-18,good,,gratitude,light_islamic
c_0009206,u_02753,2025-06-20,good,at_peace,anxiety,deeper_faith
c_0009207,u_02753,2025-06-23,neutral,hurting,self,light_islamic
c_0009208,u_02753,2025-06-26,neutral,questioning,self,light_islamic
c_0009209,u_02753,2025-07-03,good,questioning,burnout,universal
c_0009210,u_02753,2025-07-04,low,distant,self,light_islamic
c_0009211,u_02755,2025-08-09,grateful,,purpose,universal
c_0009212,u_02755,2025-08-11,neutral,,anxiety,universal
c_0009213,u_02755,2025-08-15,low,at_peace,purpose,light_islamic
c_0009214,u_02755,2025-08-21,low,distant,anxiety,light_islamic
c_0009215,u_02755,2025-08-23,neutral,at_peace,confidence,light_islamic
c_0009216,u_02755,2025-08-25,good,at_peace,relationships,universal
c_0009217,u_02755,2025-08-27,neutral,at_peace,work,light_islamic
c_0009218,u_02755,2025-09-02,good,at_peace,purpose,universal
c_0009219,u_02756,2025-12-29,low,,self,light_islamic
c_0009220,u_02756,2025-12-30,neutral,,relationships,universal
c_0009221,u_02756,2025-12-31,good,,purpose,light_islamic
c_0009222,u_02756,2026-01-06,neutral,at_peace,faith,universal
c_0009223,u_02756,2026-01-18,neutral,at_peace,faith,light_islamic
c_0009224,u_02757,2025-02-17,neutral,,anxiety,universal
c_0009225,u_02757,2025-02-19,good,,self,universal
c_0009226,u_02757,2025-02-20,neutral,,confidence,universal
c_0009227,u_02757,2025-02-28,good,at_peace,relationships,deeper_faith
c_0009228,u_02757,2025-03-01,neutral,at_peace,burnout,light_islamic
c_0009229,u_02757,2025-03-13,neutral,at_peace,purpose,light_islamic
c_0009230,u_02757,2025-03-14,good,questioning,burnout,deeper_faith
c_0009231,u_02759,2025-01-27,good,,habits,light_islamic
c_0009232,u_02759,2025-01-31,neutral,at_peace,purpose,light_islamic
c_0009233,u_02759,2025-02-04,low,at_peace,faith,universal
c_0009234,u_02759,2025-02-08,good,distant,confidence,light_islamic
c_0009235,u_02759,2025-02-09,good,distant,gratitude,universal
c_0009236,u_02759,2025-02-14,good,at_peace,work,light_islamic
c_0009237,u_02759,2025-02-19,grateful,hurting,purpose,deeper_faith
c_0009238,u_02759,2025-02-22,low,at_peace,work,light_islamic
c_0009239,u_02760,2025-10-01,good,,confidence,universal
c_0009240,u_02760,2025-10-04,good,,faith,light_islamic
c_0009241,u_02760,2025-10-05,grateful,distant,confidence,universal
c_0009242,u_02760,2025-10-09,good,at_peace,habits,deeper_faith
c_0009243,u_02760,2025-10-13,good,at_peace,confidence,universal
c_0009244,u_02760,2025-10-14,neutral,questioning,faith,universal
c_0009245,u_02760,2025-10-16,very_low,distant,faith,light_islamic
c_0009246,u_02760,2025-10-28,grateful,at_peace,work,universal
c_0009247,u_02760,2025-10-29,neutral,hurting,purpose,universal
c_0009248,u_02761,2025-06-30,neutral,,habits,deeper_faith
c_0009249,u_02761,2025-07-06,neutral,distant,habits,light_islamic
c_0009250,u_02761,2025-07-19,good,hurting,habits,deeper_faith
c_0009251,u_02761,2025-07-23,good,at_peace,burnout,universal
c_0009252,u_02761,2025-07-27,low,at_peace,self,universal
c_0009253,u_02763,2025-02-22,neutral,,habits,universal
c_0009254,u_02763,2025-02-28,neutral,distant,burnout,deeper_faith
c_0009255,u_02763,2025-03-02,low,hurting,relationships,universal
c_0009256,u_02763,2025-03-12,neutral,at_peace,burnout,deeper_faith
c_0009257,u_02763,2025-03-14,neutral,distant,relationships,universal
c_0009258,u_02763,2025-03-17,good,distant,work,light_islamic
c_0009259,u_02763,2025-03-19,good,questioning,work,universal
c_0009260,u_02763,2025-03-20,grateful,distant,anxiety,universal
c_0009261,u_02764,2025-05-15,neutral,,habits,universal
c_0009262,u_02764,2025-05-17,good,,work,deeper_faith
c_0009263,u_02764,2025-05-19,neutral,hurting,confidence,deeper_faith
c_0009264,u_02764,2025-05-21,neutral,distant,anxiety,deeper_faith
c_0009265,u_02764,2025-05-31,low,at_peace,purpose,light_islamic
c_0009266,u_02764,2025-06-05,low,at_peace,relationships,deeper_faith
c_0009267,u_02764,2025-06-08,neutral,questioning,relationships,universal
c_0009268,u_02764,2025-06-10,neutral,at_peace,habits,deeper_faith
c_0009269,u_02773,2025-02-01,neutral,,confidence,light_islamic
c_0009270,u_02773,2025-02-02,very_low,,self,light_islamic
c_0009271,u_02773,2025-02-04,low,,burnout,universal
c_0009272,u_02773,2025-02-08,very_low,questioning,burnout,light_islamic
c_0009273,u_02773,2025-02-19,grateful,at_peace,habits,deeper_faith
c_0009274,u_02773,2025-02-21,low,at_peace,relationships,universal
c_0009275,u_02777,2025-07-20,neutral,,anxiety,light_islamic
c_0009276,u_02777,2025-07-22,neutral,,purpose,light_islamic
c_0009277,u_02777,2025-07-29,very_low,distant,burnout,universal
c_0009278,u_02777,2025-08-03,neutral,at_peace,work,light_islamic
c_0009279,u_02777,2025-08-12,very_low,distant,self,universal
c_0009280,u_02778,2025-01-05,good,,confidence,universal
c_0009281,u_02778,2025-01-07,neutral,,purpose,universal
c_0009282,u_02778,2025-01-08,good,,purpose,universal
c_0009283,u_02778,2025-01-11,neutral,at_peace,purpose,light_islamic
c_0009284,u_02778,2025-01-12,good,distant,habits,deeper_faith
c_0009285,u_02778,2025-01-14,neutral,questioning,burnout,light_islamic
c_0009286,u_02778,2025-01-15,grateful,at_peace,self,universal
c_0009287,u_02778,2025-01-18,good,at_peace,habits,universal
c_0009288,u_02778,2025-01-20,neutral,questioning,burnout,universal
c_0009289,u_02778,2025-01-23,good,distant,confidence,light_islamic
c_0009290,u_02778,2025-01-26,neutral,at_peace,self,deeper_faith
c_0009291,u_02778,2025-01-27,low,at_peace,burnout,light_islamic
c_0009292,u_02778,2025-01-28,neutral,at_peace,work,light_islamic
c_0009293,u_02778,2025-01-31,neutral,at_peace,work,light_islamic
c_0009294,u_02781,2025-02-09,good,,confidence,universal
c_0009295,u_02781,2025-02-12,low,,gratitude,deeper_faith
c_0009296,u_02781,2025-02-16,neutral,at_peace,relationships,universal
c_0009297,u_02781,2025-02-24,good,at_peace,self,universal
c_0009298,u_02781,2025-02-25,very_low,questioning,work,universal
c_0009299,u_02781,2025-03-10,good,distant,purpose,deeper_faith
c_0009300,u_02785,2025-07-31,good,,work,universal
c_0009301,u_02785,2025-08-05,good,distant,faith,universal
c_0009302,u_02785,2025-08-09,neutral,distant,anxiety,light_islamic
c_0009303,u_02785,2025-08-10,neutral,at_peace,purpose,deeper_faith
c_0009304,u_02785,2025-08-13,low,distant,faith,light_islamic
c_0009305,u_02785,2025-08-18,good,distant,self,universal
c_0009306,u_02785,2025-08-19,neutral,at_peace,purpose,universal
c_0009307,u_02785,2025-08-24,neutral,questioning,habits,light_islamic
c_0009308,u_02785,2025-08-28,low,at_peace,burnout,universal
c_0009309,u_02786,2025-12-03,neutral,,anxiety,universal
c_0009310,u_02786,2025-12-05,grateful,,habits,deeper_faith
c_0009311,u_02786,2025-12-08,very_low,questioning,confidence,deeper_faith
c_0009312,u_02786,2025-12-13,good,at_peace,confidence,light_islamic
c_0009313,u_02786,2025-12-18,grateful,questioning,habits,light_islamic
c_0009314,u_02786,2025-12-19,grateful,questioning,anxiety,light_islamic
c_0009315,u_02786,2025-12-20,neutral,distant,confidence,deeper_faith
c_0009316,u_02786,2025-12-22,very_low,questioning,anxiety,deeper_faith
c_0009317,u_02786,2025-12-23,good,hurting,purpose,universal
c_0009318,u_02794,2025-04-28,good,,confidence,light_islamic
c_0009319,u_02794,2025-05-01,grateful,,self,universal
c_0009320,u_02794,2025-05-03,grateful,at_peace,confidence,light_islamic
c_0009321,u_02794,2025-05-04,good,distant,gratitude,light_islamic
c_0009322,u_02794,2025-05-08,neutral,at_peace,faith,deeper_faith
c_0009323,u_02794,2025-05-12,grateful,at_peace,burnout,universal
c_0009324,u_02794,2025-05-14,low,questioning,work,deeper_faith
c_0009325,u_02794,2025-05-17,neutral,distant,work,light_islamic
c_0009326,u_02794,2025-05-18,grateful,at_peace,relationships,light_islamic
c_0009327,u_02794,2025-05-19,good,at_peace,confidence,light_islamic
c_0009328,u_02794,2025-05-22,neutral,distant,self,light_islamic
c_0009329,u_02796,2025-10-26,good,,self,light_islamic
c_0009330,u_02796,2025-10-28,neutral,,habits,universal
c_0009331,u_02796,2025-10-31,neutral,at_peace,habits,universal
c_0009332,u_02796,2025-11-01,good,at_peace,anxiety,deeper_faith
c_0009333,u_02796,2025-11-06,neutral,hurting,anxiety,deeper_faith
c_0009334,u_02796,2025-11-11,neutral,distant,confidence,deeper_faith
c_0009335,u_02796,2025-11-17,grateful,at_peace,confidence,universal
c_0009336,u_02801,2025-06-25,grateful,,confidence,universal
c_0009337,u_02801,2025-06-26,good,,burnout,deeper_faith
c_0009338,u_02801,2025-06-27,neutral,,faith,light_islamic
c_0009339,u_02801,2025-06-28,low,,gratitude,universal
c_0009340,u_02801,2025-06-30,neutral,hurting,relationships,universal
c_0009341,u_02801,2025-07-15,good,at_peace,burnout,universal
c_0009342,u_02801,2025-07-19,very_low,distant,gratitude,universal
c_0009343,u_02803,2025-01-14,neutral,,confidence,deeper_faith
c_0009344,u_02803,2025-01-15,good,,habits,universal
c_0009345,u_02803,2025-01-18,good,at_peace,habits,light_islamic
c_0009346,u_02803,2025-01-19,neutral,at_peace,faith,universal
c_0009347,u_02803,2025-01-20,neutral,distant,relationships,universal
c_0009348,u_02803,2025-01-21,neutral,at_peace,relationships,light_islamic
c_0009349,u_02803,2025-01-23,low,hurting,burnout,deeper_faith
c_0009350,u_02803,2025-01-31,good,at_peace,self,universal
c_0009351,u_02803,2025-02-06,neutral,questioning,anxiety,deeper_faith
c_0009352,u_02803,2025-02-10,neutral,at_peace,gratitude,universal
c_0009353,u_02804,2025-02-22,good,,work,deeper_faith
c_0009354,u_02804,2025-02-27,neutral,at_peace,purpose,universal
c_0009355,u_02804,2025-02-28,neutral,at_peace,habits,universal
c_0009356,u_02804,2025-03-13,good,at_peace,burnout,deeper_faith
c_0009357,u_02804,2025-03-21,good,questioning,habits,universal
c_0009358,u_02812,2025-03-30,good,,purpose,light_islamic
c_0009359,u_02812,2025-04-05,very_low,questioning,burnout,light_islamic
c_0009360,u_02812,2025-04-08,neutral,hurting,gratitude,deeper_faith
c_0009361,u_02812,2025-04-11,grateful,at_peace,relationships,universal
c_0009362,u_02812,2025-04-12,good,at_peace,relationships,universal
c_0009363,u_02812,2025-04-13,grateful,at_peace,anxiety,light_islamic
c_0009364,u_02812,2025-04-26,grateful,distant,habits,deeper_faith
c_0009365,u_02815,2025-08-30,good,,work,universal
c_0009366,u_02815,2025-09-02,good,,purpose,light_islamic
c_0009367,u_02815,2025-09-05,low,hurting,habits,universal
c_0009368,u_02815,2025-09-06,good,at_peace,faith,light_islamic
c_0009369,u_02815,2025-09-18,good,at_peace,work,light_islamic
c_0009370,u_02815,2025-09-23,low,distant,work,deeper_faith
c_0009371,u_02817,2025-06-03,neutral,,self,deeper_faith
c_0009372,u_02817,2025-06-04,neutral,,burnout,deeper_faith
c_0009373,u_02817,2025-06-05,neutral,,self,universal
c_0009374,u_02817,2025-06-07,good,hurting,confidence,universal
c_0009375,u_02817,2025-06-08,neutral,questioning,anxiety,light_islamic
c_0009376,u_02817,2025-06-11,low,at_peace,confidence,deeper_faith
c_0009377,u_02817,2025-06-12,very_low,distant,gratitude,universal
c_0009378,u_02817,2025-06-14,grateful,questioning,work,universal
c_0009379,u_02817,2025-06-16,neutral,at_peace,habits,universal
c_0009380,u_02817,2025-06-17,very_low,at_peace,work,deeper_faith
c_0009381,u_02820,2025-12-31,neutral,,faith,universal
c_0009382,u_02820,2026-01-05,very_low,distant,faith,universal
c_0009383,u_02820,2026-01-08,neutral,at_peace,purpose,universal
c_0009384,u_02820,2026-01-14,good,distant,gratitude,light_islamic
c_0009385,u_02820,2026-01-15,good,at_peace,habits,universal
c_0009386,u_02820,2026-01-16,low,hurting,faith,universal
c_0009387,u_02820,2026-01-21,neutral,at_peace,anxiety,light_islamic
c_0009388,u_02820,2026-01-26,good,questioning,self,universal
c_0009389,u_02820,2026-01-27,low,at_peace,habits,deeper_faith
c_0009390,u_02820,2026-01-30,good,distant,work,universal
c_0009391,u_02822,2025-08-08,neutral,,confidence,light_islamic
c_0009392,u_02822,2025-08-11,low,,faith,universal
c_0009393,u_02822,2025-08-13,low,distant,gratitude,light_islamic
c_0009394,u_02822,2025-08-22,grateful,questioning,burnout,light_islamic
c_0009395,u_02822,2025-08-27,neutral,distant,anxiety,light_islamic
c_0009396,u_02822,2025-09-01,good,distant,burnout,universal
c_0009397,u_02822,2025-09-03,good,at_peace,self,universal
c_0009398,u_02823,2025-06-18,grateful,,self,light_islamic
c_0009399,u_02823,2025-06-19,good,,gratitude,universal
c_0009400,u_02823,2025-07-02,low,at_peace,confidence,light_islamic
c_0009401,u_02823,2025-07-18,neutral,at_peace,habits,deeper_faith
c_0009402,u_02826,2025-06-07,very_low,,work,deeper_faith
c_0009403,u_02826,2025-06-08,good,,purpose,universal
c_0009404,u_02826,2025-06-13,low,at_peace,habits,light_islamic
c_0009405,u_02826,2025-06-14,neutral,questioning,anxiety,universal
c_0009406,u_02826,2025-06-15,neutral,at_peace,burnout,universal
c_0009407,u_02826,2025-06-18,very_low,at_peace,anxiety,light_islamic
c_0009408,u_02826,2025-06-23,neutral,questioning,self,light_islamic
c_0009409,u_02826,2025-06-29,good,questioning,burnout,universal
c_0009410,u_02827,2025-05-10,grateful,,gratitude,light_islamic
c_0009411,u_02827,2025-05-11,grateful,,burnout,universal
c_0009412,u_02827,2025-05-13,neutral,,relationships,light_islamic
c_0009413,u_02827,2025-05-14,good,at_peace,anxiety,deeper_faith
c_0009414,u_02827,2025-05-15,neutral,questioning,burnout,light_islamic
c_0009415,u_02827,2025-05-17,low,at_peace,habits,light_islamic
c_0009416,u_02827,2025-05-26,low,at_peace,gratitude,deeper_faith
c_0009417,u_02827,2025-05-29,very_low,at_peace,burnout,universal
c_0009418,u_02827,2025-06-09,low,at_peace,purpose,universal
c_0009419,u_02832,2025-10-01,low,,relationships,light_islamic
c_0009420,u_02832,2025-10-03,neutral,,purpose,universal
c_0009421,u_02832,2025-10-08,good,distant,self,light_islamic
c_0009422,u_02832,2025-10-09,low,questioning,work,deeper_faith
c_0009423,u_02832,2025-10-11,good,questioning,burnout,light_islamic
c_0009424,u_02832,2025-10-12,good,at_peace,purpose,universal
c_0009425,u_02832,2025-10-13,neutral,questioning,gratitude,deeper_faith
c_0009426,u_02832,2025-10-30,neutral,at_peace,purpose,universal
c_0009427,u_02832,2025-10-31,good,hurting,anxiety,deeper_faith
c_0009428,u_02833,2025-01-16,neutral,,gratitude,universal
c_0009429,u_02833,2025-01-21,grateful,questioning,purpose,light_islamic
c_0009430,u_02833,2025-01-22,neutral,hurting,faith,universal
c_0009431,u_02833,2025-01-23,grateful,hurting,gratitude,light_islamic
c_0009432,u_02833,2025-01-29,neutral,at_peace,confidence,deeper_faith
c_0009433,u_02833,2025-02-04,good,at_peace,faith,light_islamic
c_0009434,u_02833,2025-02-06,neutral,at_peace,burnout,universal
c_0009435,u_02833,2025-02-07,neutral,at_peace,burnout,light_islamic
c_0009436,u_02833,2025-02-11,neutral,at_peace,confidence,universal
c_0009437,u_02834,2025-05-25,good,,relationships,universal
c_0009438,u_02834,2025-05-26,grateful,,purpose,deeper_faith
c_0009439,u_02834,2025-06-01,low,distant,habits,light_islamic
c_0009440,u_02834,2025-06-04,neutral,at_peace,work,deeper_faith
c_0009441,u_02834,2025-06-13,good,questioning,faith,universal
c_0009442,u_02838,2025-07-19,grateful,,gratitude,light_islamic
c_0009443,u_02838,2025-07-22,grateful,,work,light_islamic
c_0009444,u_02838,2025-07-23,good,questioning,relationships,light_islamic
c_0009445,u_02838,2025-07-25,neutral,at_peace,anxiety,deeper_faith
c_0009446,u_02838,2025-08-10,low,at_peace,anxiety,deeper_faith
c_0009447,u_02838,2025-08-14,grateful,at_peace,habits,light_islamic
c_0009448,u_02838,2025-08-15,good,at_peace,purpose,deeper_faith
c_0009449,u_02840,2025-09-24,neutral,,relationships,light_islamic
c_0009450,u_02840,2025-09-28,good,at_peace,relationships,light_islamic
c_0009451,u_02840,2025-09-29,neutral,questioning,burnout,universal
c_0009452,u_02840,2025-09-30,very_low,questioning,work,universal
c_0009453,u_02840,2025-10-07,good,at_peace,relationships,light_islamic
c_0009454,u_02840,2025-10-09,grateful,questioning,self,universal
c_0009455,u_02840,2025-10-10,good,questioning,confidence,light_islamic
c_0009456,u_02840,2025-10-21,very_low,at_peace,burnout,light_islamic
c_0009457,u_02840,2025-10-22,good,at_peace,confidence,light_islamic
c_0009458,u_02842,2025-06-18,neutral,,confidence,light_islamic
c_0009459,u_02842,2025-06-22,neutral,distant,anxiety,universal
c_0009460,u_02842,2025-06-26,neutral,at_peace,relationships,light_islamic
c_0009461,u_02842,2025-07-01,grateful,questioning,burnout,universal
c_0009462,u_02842,2025-07-04,grateful,hurting,burnout,universal
c_0009463,u_02842,2025-07-10,good,at_peace,work,light_islamic
c_0009464,u_02842,2025-07-15,good,at_peace,relationships,light_islamic
c_0009465,u_02842,2025-07-17,good,at_peace,relationships,universal
c_0009466,u_02844,2025-09-09,good,,burnout,universal
c_0009467,u_02844,2025-09-10,good,,work,universal
c_0009468,u_02844,2025-09-11,neutral,,self,universal
c_0009469,u_02844,2025-09-21,good,at_peace,purpose,light_islamic
c_0009470,u_02844,2025-10-07,good,questioning,faith,light_islamic
c_0009471,u_02845,2025-05-30,neutral,,anxiety,universal
c_0009472,u_02845,2025-06-02,neutral,,self,universal
c_0009473,u_02845,2025-06-04,neutral,distant,habits,light_islamic
c_0009474,u_02845,2025-06-05,good,at_peace,relationships,deeper_faith
c_0009475,u_02845,2025-06-06,good,at_peace,gratitude,universal
c_0009476,u_02845,2025-06-07,neutral,at_peace,anxiety,universal
c_0009477,u_02845,2025-06-27,neutral,distant,relationships,light_islamic
c_0009478,u_02854,2025-07-20,good,,confidence,deeper_faith
c_0009479,u_02854,2025-07-21,low,,gratitude,universal
c_0009480,u_02854,2025-07-22,neutral,,self,universal
c_0009481,u_02854,2025-07-26,very_low,hurting,self,light_islamic
c_0009482,u_02854,2025-08-08,low,at_peace,confidence,universal
c_0009483,u_02854,2025-08-14,neutral,distant,burnout,deeper_faith
c_0009484,u_02854,2025-08-15,low,questioning,burnout,light_islamic
c_0009485,u_02854,2025-08-16,neutral,hurting,confidence,deeper_faith
c_0009486,u_02855,2025-03-15,grateful,,confidence,universal
c_0009487,u_02855,2025-03-17,grateful,,work,universal
c_0009488,u_02855,2025-03-21,grateful,at_peace,habits,light_islamic
c_0009489,u_02855,2025-03-22,neutral,at_peace,anxiety,light_islamic
c_0009490,u_02855,2025-03-26,good,distant,work,light_islamic
c_0009491,u_02855,2025-03-31,good,at_peace,self,deeper_faith
c_0009492,u_02855,2025-04-04,low,distant,gratitude,universal
c_0009493,u_02855,2025-04-06,good,at_peace,gratitude,deeper_faith
c_0009494,u_02855,2025-04-14,very_low,at_peace,faith,universal
c_0009495,u_02856,2025-03-14,low,,confidence,light_islamic
c_0009496,u_02856,2025-03-15,low,,work,deeper_faith
c_0009497,u_02856,2025-03-17,grateful,,habits,universal
c_0009498,u_02856,2025-03-19,neutral,distant,confidence,universal
c_0009499,u_02856,2025-03-22,neutral,distant,anxiety,universal
c_0009500,u_02856,2025-03-25,neutral,questioning,habits,light_islamic
c_0009501,u_02856,2025-03-26,low,at_peace,relationships,light_islamic
c_0009502,u_02856,2025-03-29,grateful,at_peace,relationships,light_islamic
c_0009503,u_02856,2025-04-03,low,at_peace,relationships,deeper_faith
c_0009504,u_02856,2025-04-11,low,at_peace,relationships,universal
c_0009505,u_02858,2025-08-11,good,,gratitude,deeper_faith
c_0009506,u_02858,2025-08-13,good,,purpose,universal
c_0009507,u_02858,2025-08-19,neutral,at_peace,faith,universal
c_0009508,u_02858,2025-08-29,neutral,at_peace,gratitude,universal
c_0009509,u_02858,2025-08-31,good,questioning,habits,universal
c_0009510,u_02858,2025-09-10,neutral,at_peace,confidence,deeper_faith
c_0009511,u_02861,2025-08-12,neutral,,anxiety,light_islamic
c_0009512,u_02861,2025-08-18,grateful,questioning,anxiety,universal
c_0009513,u_02861,2025-09-01,neutral,at_peace,purpose,universal
c_0009514,u_02861,2025-09-05,low,at_peace,relationships,deeper_faith
c_0009515,u_02865,2025-02-03,grateful,,self,light_islamic
c_0009516,u_02865,2025-02-06,neutral,,habits,universal
c_0009517,u_02865,2025-02-07,neutral,at_peace,relationships,light_islamic
c_0009518,u_02865,2025-02-10,neutral,questioning,faith,universal
c_0009519,u_02865,2025-02-21,grateful,distant,faith,light_islamic
c_0009520,u_02865,2025-02-22,good,at_peace,faith,universal
c_0009521,u_02865,2025-02-24,good,hurting,self,universal
c_0009522,u_02865,2025-02-25,good,distant,habits,light_islamic
c_0009523,u_02865,2025-03-03,neutral,hurting,self,light_islamic
c_0009524,u_02865,2025-03-05,good,at_peace,confidence,light_islamic
c_0009525,u_02867,2025-06-22,neutral,,anxiety,light_islamic
c_0009526,u_02867,2025-06-23,neutral,,confidence,universal
c_0009527,u_02867,2025-06-28,good,at_peace,habits,light_islamic
c_0009528,u_02867,2025-07-02,good,at_peace,faith,light_islamic
c_0009529,u_02867,2025-07-10,very_low,at_peace,confidence,universal
c_0009530,u_02867,2025-07-13,grateful,questioning,anxiety,universal
c_0009531,u_02867,2025-07-18,good,at_peace,gratitude,light_islamic
c_0009532,u_02868,2025-08-31,neutral,,gratitude,universal
c_0009533,u_02868,2025-09-01,neutral,,confidence,light_islamic
c_0009534,u_02868,2025-09-05,low,questioning,burnout,light_islamic
c_0009535,u_02868,2025-09-09,good,distant,purpose,universal
c_0009536,u_02868,2025-09-15,good,at_peace,anxiety,light_islamic
c_0009537,u_02868,2025-09-24,neutral,at_peace,purpose,light_islamic
c_0009538,u_02869,2025-07-26,good,,anxiety,universal
c_0009539,u_02869,2025-07-28,low,,faith,light_islamic
c_0009540,u_02869,2025-08-03,good,at_peace,work,universal
c_0009541,u_02869,2025-08-08,good,questioning,faith,light_islamic
c_0009542,u_02869,2025-08-13,good,questioning,burnout,universal
c_0009543,u_02870,2025-03-01,good,,gratitude,universal
c_0009544,u_02870,2025-03-02,neutral,,faith,light_islamic
c_0009545,u_02870,2025-03-04,grateful,,relationships,light_islamic
c_0009546,u_02870,2025-03-15,good,at_peace,habits,light_islamic
c_0009547,u_02870,2025-03-18,neutral,at_peace,self,deeper_faith
c_0009548,u_02870,2025-03-22,neutral,hurting,self,light_islamic
c_0009549,u_02870,2025-03-28,neutral,distant,purpose,universal
c_0009550,u_02872,2025-11-27,neutral,,anxiety,deeper_faith
c_0009551,u_02872,2025-12-01,good,distant,faith,light_islamic
c_0009552,u_02872,2025-12-03,low,at_peace,self,universal
c_0009553,u_02872,2025-12-09,good,questioning,faith,deeper_faith
c_0009554,u_02872,2025-12-11,low,at_peace,work,universal
c_0009555,u_02872,2025-12-13,good,at_peace,work,universal
c_0009556,u_02872,2025-12-16,grateful,distant,purpose,universal
c_0009557,u_02872,2025-12-26,very_low,at_peace,gratitude,deeper_faith
c_0009558,u_02873,2025-12-02,good,,work,universal
c_0009559,u_02873,2025-12-03,neutral,,habits,deeper_faith
c_0009560,u_02873,2025-12-04,good,,relationships,deeper_faith
c_0009561,u_02873,2025-12-06,low,at_peace,confidence,light_islamic
c_0009562,u_02873,2025-12-09,very_low,questioning,relationships,universal
c_0009563,u_02873,2025-12-11,good,at_peace,faith,universal
c_0009564,u_02873,2025-12-13,good,at_peace,confidence,universal
c_0009565,u_02873,2025-12-23,good,distant,work,universal
c_0009566,u_02873,2025-12-30,very_low,at_peace,self,light_islamic
c_0009567,u_02875,2025-01-24,low,,confidence,deeper_faith
c_0009568,u_02875,2025-01-25,grateful,,self,deeper_faith
c_0009569,u_02875,2025-01-26,good,,work,universal
c_0009570,u_02875,2025-01-31,grateful,at_peace,self,universal
c_0009571,u_02875,2025-02-03,grateful,at_peace,anxiety,universal
c_0009572,u_02875,2025-02-09,good,hurting,anxiety,universal
c_0009573,u_02875,2025-02-12,neutral,hurting,relationships,universal
c_0009574,u_02875,2025-02-21,good,at_peace,gratitude,universal
c_0009575,u_02876,2025-08-29,good,,relationships,light_islamic
c_0009576,u_02876,2025-08-30,low,,burnout,universal
c_0009577,u_02876,2025-09-01,neutral,,confidence,universal
c_0009578,u_02876,2025-09-02,very_low,at_peace,faith,universal
c_0009579,u_02876,2025-09-03,low,questioning,relationships,light_islamic
c_0009580,u_02876,2025-09-06,very_low,at_peace,relationships,universal
c_0009581,u_02876,2025-09-10,good,questioning,anxiety,deeper_faith
c_0009582,u_02876,2025-09-12,good,at_peace,faith,light_islamic
c_0009583,u_02876,2025-09-21,neutral,questioning,burnout,universal
c_0009584,u_02876,2025-09-23,good,at_peace,faith,universal
c_0009585,u_02876,2025-09-25,good,hurting,purpose,light_islamic
c_0009586,u_02877,2025-05-21,good,,burnout,light_islamic
c_0009587,u_02877,2025-05-24,low,,confidence,light_islamic
c_0009588,u_02877,2025-05-31,grateful,questioning,purpose,light_islamic
c_0009589,u_02877,2025-06-01,neutral,questioning,gratitude,light_islamic
c_0009590,u_02878,2025-07-27,neutral,,faith,universal
c_0009591,u_02878,2025-07-29,grateful,,purpose,universal
c_0009592,u_02878,2025-07-30,neutral,,gratitude,universal
c_0009593,u_02878,2025-08-03,good,questioning,relationships,light_islamic
c_0009594,u_02878,2025-08-06,low,at_peace,habits,light_islamic
